age,bias-question,gender,newsOutlet,politics,url,id,country_US,language_en,ind_politics,bias_sum,id_count,ratio
48,1,0.0,1,0.0,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html,160,1,1,0,7,9,0.7777777777777778
45,1,1.0,1,0.0,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html,160,1,1,0,7,9,0.7777777777777778
46,1,1.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
27,1,1.0,1,2.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
42,0,0.0,1,1.0,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html,160,1,1,0,7,9,0.7777777777777778
30,1,0.0,1,0.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
32,1,1.0,1,0.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
57,1,0.0,1,1.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,0,1,0,14,18,0.7777777777777778
25,1,0.0,1,2.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
33,1,1.0,1,0.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
25,1,1.0,1,1.0,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html,160,1,1,0,7,9,0.7777777777777778
30,1,1.0,1,1.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
56,1,0.0,1,0.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
41,1,0.0,1,0.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
35,0,1.0,1,2.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
52,0,0.0,1,1.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
37,0,,1,1.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
48,1,0.0,1,0.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
34,1,1.0,1,2.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
38,0,1.0,1,1.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,1,1,0,14,18,0.7777777777777778
90,0,0.0,1,3.0,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html,160,0,0,0,7,9,0.7777777777777778
52,1,1.0,1,2.0,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html,160,1,1,0,7,9,0.7777777777777778
59,1,1.0,1,0.0,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html,160,1,1,0,7,9,0.7777777777777778
52,1,1.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
53,1,0.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
45,1,1.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
33,0,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
25,1,0.0,0,2.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
52,1,0.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
62,0,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
26,1,1.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60797948,71,1,1,0,7,9,0.7777777777777778
37,1,1.0,1,1.0,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html,130,0,1,0,14,18,0.7777777777777778
25,1,0.0,2,1.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
39,1,0.0,2,1.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
26,1,1.0,2,2.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
33,0,0.0,2,0.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
37,1,0.0,2,1.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
43,1,0.0,2,0.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
25,1,1.0,2,2.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,0,1,0,10,13,0.7692307692307693
36,0,1.0,2,1.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
29,0,0.0,2,1.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,0,1,0,10,13,0.7692307692307693
48,1,0.0,2,1.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
26,1,0.0,2,0.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
33,1,1.0,2,0.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
46,1,1.0,2,1.0,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war,263,1,1,0,10,13,0.7692307692307693
31,1,1.0,1,1.0,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html,144,1,1,0,6,8,0.75
40,1,0.0,2,1.0,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement,266,1,1,0,6,8,0.75
71,1,0.0,2,0.0,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement,266,1,1,0,6,8,0.75
38,1,0.0,2,0.0,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement,266,1,1,0,6,8,0.75
22,0,1.0,2,1.0,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement,266,1,1,0,6,8,0.75
30,1,1.0,2,2.0,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement,266,1,1,0,6,8,0.75
25,1,1.0,2,2.0,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement,266,1,1,0,6,8,0.75
38,0,0.0,2,1.0,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement,266,1,1,0,6,8,0.75
40,1,1.0,0,0.0,https://www.bbc.co.uk/news/58888451,0,1,1,0,3,4,0.75
40,0,1.0,1,0.0,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html,144,1,1,0,6,8,0.75
46,1,1.0,1,1.0,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html,144,1,1,0,6,8,0.75
30,1,0.0,1,1.0,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html,144,1,1,0,6,8,0.75
38,1,0.0,1,0.0,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html,144,1,1,0,6,8,0.75
30,1,1.0,2,0.0,https://www.foxnews.com/us/police-search-for-suspect-in-viral-california-tesla-stunt-gone-wrong,261,1,1,0,3,4,0.75
29,1,1.0,2,1.0,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement,266,1,1,0,6,8,0.75
34,1,1.0,1,1.0,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html,151,1,1,0,6,8,0.75
26,0,0.0,1,1.0,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html,151,1,1,0,6,8,0.75
44,1,0.0,1,2.0,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html,151,1,1,0,6,8,0.75
44,1,1.0,1,1.0,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html,151,1,1,0,6,8,0.75
48,1,1.0,1,1.0,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html,151,1,1,0,6,8,0.75
48,1,0.0,1,1.0,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html,151,1,1,0,6,8,0.75
24,1,0.0,2,1.0,https://www.foxnews.com/us/police-search-for-suspect-in-viral-california-tesla-stunt-gone-wrong,261,1,1,0,3,4,0.75
33,1,1.0,2,0.0,https://www.foxnews.com/us/police-search-for-suspect-in-viral-california-tesla-stunt-gone-wrong,261,1,1,0,3,4,0.75
31,0,1.0,2,1.0,https://www.foxnews.com/us/police-search-for-suspect-in-viral-california-tesla-stunt-gone-wrong,261,1,1,0,3,4,0.75
48,1,0.0,1,1.0,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html,151,1,1,0,6,8,0.75
51,0,0.0,1,1.0,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html,144,1,1,0,6,8,0.75
33,1,0.0,1,2.0,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html,144,0,1,0,6,8,0.75
25,1,0.0,1,0.0,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html,144,1,1,0,6,8,0.75
47,0,0.0,1,0.0,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html,151,1,1,0,6,8,0.75
48,1,0.0,1,1.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
21,1,0.0,1,1.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
48,1,1.0,1,1.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
66,0,0.0,1,1.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
64,0,1.0,1,0.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
61,1,1.0,1,0.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
35,0,1.0,1,1.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
24,1,0.0,1,2.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
46,1,1.0,1,0.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
39,1,1.0,1,0.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
30,1,0.0,2,2.0,https://www.foxnews.com/us/new-york-city-broadway-vocal-coachs-death-unprovoked-attack-homicide-police,236,1,1,0,3,4,0.75
30,0,0.0,1,3.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
43,0,0.0,1,3.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
26,0,0.0,1,2.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
28,0,1.0,1,2.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
30,1,1.0,1,1.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
36,1,0.0,1,1.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
42,1,0.0,1,1.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
45,1,1.0,1,0.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
25,1,1.0,1,1.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
53,1,1.0,1,1.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
24,0,1.0,1,1.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
54,1,1.0,1,0.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
44,1,0.0,1,0.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
35,1,1.0,1,0.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
62,1,0.0,1,0.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
49,1,1.0,1,0.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
30,1,1.0,1,2.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
41,1,1.0,1,0.0,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html,121,1,1,0,15,20,0.75
47,1,1.0,1,0.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
31,0,1.0,2,0.0,https://www.foxnews.com/us/new-york-city-broadway-vocal-coachs-death-unprovoked-attack-homicide-police,236,0,1,0,3,4,0.75
25,1,0.0,1,1.0,https://www.cnn.com/2022/04/10/us/us-marshals-service-new-orleans-operation/index.html,163,1,1,0,3,4,0.75
40,1,0.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
48,0,1.0,1,2.0,https://www.cnn.com/2022/04/10/us/us-marshals-service-new-orleans-operation/index.html,163,1,1,0,3,4,0.75
44,1,1.0,1,2.0,https://www.cnn.com/2022/04/10/us/us-marshals-service-new-orleans-operation/index.html,163,1,0,0,3,4,0.75
30,1,0.0,1,2.0,https://www.cnn.com/2022/04/10/us/us-marshals-service-new-orleans-operation/index.html,163,0,1,0,3,4,0.75
30,1,1.0,1,1.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
25,1,0.0,1,0.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
30,1,0.0,1,0.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
22,1,1.0,1,2.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
38,0,0.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
35,1,0.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
31,0,0.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
25,1,0.0,1,2.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,0,0,0,15,20,0.75
50,1,1.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,0,0,0,15,20,0.75
38,1,1.0,1,0.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
37,1,1.0,2,1.0,https://www.foxnews.com/us/new-york-city-broadway-vocal-coachs-death-unprovoked-attack-homicide-police,236,1,1,0,3,4,0.75
41,1,1.0,1,0.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
34,0,1.0,1,2.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
31,1,1.0,1,0.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
29,1,1.0,1,0.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
61,0,0.0,1,0.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
25,1,0.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
33,1,1.0,1,0.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
43,0,1.0,1,0.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
56,1,1.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
41,1,1.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
35,1,1.0,1,1.0,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html,113,1,1,0,15,20,0.75
37,1,0.0,2,0.0,https://www.foxnews.com/us/new-york-city-broadway-vocal-coachs-death-unprovoked-attack-homicide-police,236,1,1,0,3,4,0.75
42,1,1.0,1,0.0,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html,169,1,1,0,9,12,0.75
33,1,1.0,0,0.0,https://www.bbc.co.uk/news/58888451,0,1,1,0,3,4,0.75
31,1,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60699186,63,1,1,0,6,8,0.75
24,1,0.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60818243,78,1,1,0,3,4,0.75
55,1,1.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60699186,63,1,1,0,6,8,0.75
34,0,1.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60699186,63,1,1,0,6,8,0.75
25,1,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60699186,63,1,1,0,6,8,0.75
34,1,1.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60699186,63,1,1,0,6,8,0.75
55,0,1.0,0,3.0,https://www.bbc.co.uk/news/world-us-canada-60699186,63,0,0,0,6,8,0.75
25,1,0.0,0,2.0,https://www.bbc.co.uk/news/world-us-canada-60699186,63,0,1,0,6,8,0.75
36,1,1.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60818243,78,1,1,0,3,4,0.75
45,0,1.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60818243,78,1,1,0,3,4,0.75
35,1,1.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60826311,80,1,1,0,6,8,0.75
27,1,1.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60818243,78,1,1,0,3,4,0.75
38,1,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60826311,80,1,1,0,6,8,0.75
64,0,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60826311,80,1,1,0,6,8,0.75
40,1,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60826311,80,0,1,0,6,8,0.75
30,1,0.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60826311,80,1,1,0,6,8,0.75
25,1,0.0,0,2.0,https://www.bbc.co.uk/news/world-us-canada-60826311,80,1,1,0,6,8,0.75
46,0,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60826311,80,1,1,0,6,8,0.75
38,1,0.0,0,1.0,https://www.bbc.co.uk/news/world-us-canada-60699186,63,1,1,0,6,8,0.75
31,1,1.0,0,0.0,https://www.bbc.co.uk/news/world-us-canada-60826311,80,1,1,0,6,8,0.75
48,1,0.0,0,0.0,https://www.bbc.co.uk/news/58888451,0,1,1,0,3,4,0.75
59,0,1.0,0,1.0,https://www.bbc.co.uk/news/58888451,0,1,1,0,3,4,0.75
41,1,0.0,1,2.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
27,1,0.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
40,1,0.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
64,1,0.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
19,0,1.0,1,2.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
25,1,1.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
54,1,0.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
47,1,1.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
37,1,,1,2.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
29,0,1.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
68,0,0.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
51,0,1.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
35,0,0.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
47,1,1.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
68,0,1.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,0,1,0,20,27,0.7407407407407407
28,1,1.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
29,1,0.0,1,2.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
59,1,1.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
56,1,0.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
33,1,1.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,0,1,0,20,27,0.7407407407407407
52,1,0.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
56,1,1.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
25,1,1.0,1,0.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
25,1,0.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
36,1,1.0,1,2.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
31,0,1.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
31,1,1.0,1,1.0,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html,157,1,1,0,20,27,0.7407407407407407
27,0,0.0,2,0.0,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state,208,1,1,0,11,15,0.7333333333333333
28,0,0.0,2,0.0,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state,208,1,1,0,11,15,0.7333333333333333
29,1,0.0,2,0.0,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state,208,1,1,0,11,15,0.7333333333333333
36,1,0.0,2,1.0,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state,208,1,1,0,11,15,0.7333333333333333
48,1,1.0,2,0.0,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state,208,1,1,0,11,15,0.7333333333333333
39,1,1.0,1,0.0,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html,152,1,1,0,11,15,0.7333333333333333
64,1,1.0,1,1.0,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html,152,1,1,0,11,15,0.7333333333333333
50,1,1.0,2,0.0,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state,208,1,1,0,11,15,0.7333333333333333
51,1,1.0,2,0.0,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state,208,1,1,0,11,15,0.7333333333333333
31,1,1.0,1,1.0,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html,152,0,0,0,11,15,0.7333333333333333
48,1,0.0,1,1.0,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html,152,1,1,0,11,15,0.7333333333333333
48,1,1.0,2,1.0,https://www.foxnews.com/us/police-warning-about-dangerous-new-tiktok-challenge-sweeping-us,262,1,1,0,11,15,0.7333333333333333
34,1,0.0,1,1.0,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html,152,1,1,0,11,15,0.7333333333333333
60,0,0.0,1,1.0,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html,152,1,1,0,11,15,0.7333333333333333
51,1,1.0,2,2.0,https://www.foxnews.com/us/police-warning-about-dangerous-new-tiktok-challenge-sweeping-us,262,1,1,0,11,15,0.7333333333333333
